content,score
"Teruntuk YouTube tolong diperbaiki bug. Dimana yang terjadi di ponsel saya sering sekali notif YouTube tidak menanggapi, sering force close, saat saya putar video offline yang terdownload tersendat sendat, dan saat terhubung jaringan di beranda nggak fit on screen dan hanya gambar thumbnail saja tak ada tulisan judul video yang ditampilkan. bagiku bug ini cukup menyebalkan. By the way selalu update versi YouTube. Tolong diperbaiki bug tersebut... Sebelumnya saya ucapkan terima kasih....",5
"youtube sekarang jadi aplikasi sampah, banyak iklan banyak bug. kalo iklan masih bisa diakali dengan beli premiumnya atau pakai ads blocker tapi bugnya tolong mengganggu banget? jangan cuma mencari untung, tolong kepuasan konsumen juga diperhatikan. mohon diperbaiki.",1
"1. Kenapa saya nggak bisa komentar di video short? 2. Fitur timbol terjemahan bahasa asing di akun saya tidak ada, padahal di akun teman saya ada. Pernah muncul lagi, tapi sekarang hilang lagi. 3. Baru2 ini saya membuka Youtube dan menggunakan bantuan TWS untuk audionya. Suaranya semacam ada efek menggema. Ini cukup mengganggu. Awalnya saya pikir TWS saya atau koneksi bluethoot yg bermasalah. Tapi setelah dicek di aplikasi lain tidak ada efek suara yg menggema.",2
"aku sempat menemukan bug, jadi aku sedang menonton, lalu aku double click untuk skip 10 detik tadi saat aku geser jari ku, tiba tiba aku melakukan skip sangat banyak (1000detik+) dalam waktu kurang dari 3 detik, anehnya dengan skip secepat itu video yang ku tonton masih tetap berjalan namun mengalami kecepatan yang sangat cepat(seperti fitur 2xspeed), apakah ini mungkin bug yang langka",4
"ada beberapa bug di aplikasi YouTube ini, seperti kita ingin memundurkan video, tetapi video itu berhenti atau video tidak berjalan, padahal jaringan bagus. Di bagian YouTube short itu banyak sekali glitch"" yang mengganggu di beberapa video sehingga tidak nyaman untuk di tonton, padahal sudah restart ulang, atau instal ulang aplikasi YouTube ini, tapi tidak berpengaruh. Tolong untuk segera di perbaiki bug nya agar banyak penonton lebih nyaman..👍🏻",3
"Sudah beberapa kali ini gak bisa muter video di youtube. Sinyal Wifi lancar kenceng tapi video stuck di loading uwer². Scroll beranda lancar sampe bawah buka pencarian cari sesuatu bisa, giliran klik videonya mau ditonton ga bisa. Tadinya saya kira karena device saya kepenuhan penyimpanan, sudah saya hapus, kosong banyak, buka youtube udah bisa di play video nya, tapi sesaat kemungkinan delay lagi. ini kenapa yah tolong.",2
"Versi ini sering bgt bug, tampilan video menjadi redup, tombol seting hilang (titik 3), dan tidak bisa full screen... Secepatnya perbaiki bugnya sangat mengganggu masa saya harus keluar masuk aplikasi terus cuman buat ngilangin bug",5
"kenapa barusan di-update fitur baru tapi gk nyaman , komen di ree, mau ketikl juga gk bisa , kalau di ketik lagsung kembali ketutup , Vidio panjang juga kalau sudah di kembalikan ,judul hilang dan gak bisa di layar penuh , enakan yg blm di update sebelumnya ,",2
aplikasi nya bagus membantu saat mengerjakan tugas dan mencari apa² ada misalnya mencari lagu juga ada tapi kalo pas update kok jadi berbeda jadi tolong di benerin kayak mencet-mencet sendiri dan kalo pas buat konten masak pas sinyal jelek harus ngulang,5
"Banyak bug gajelas. jadi tambah berat gak logis, masa lagi asik nonton tiba-tiba hp ngelag trus ngecrash dari youtubenya? lebih parahnya hp malah jadi blank terus-menerus home screen nya b*ngk*k, kadang lg nonton jg tiba-tiba lag trs malah durasi videonya ngulang lg dr awal, kadang saat download video sering stuck pas jaringannya lemot alhasil hrs hapus bru jalan lg. ditambah skrg udh gak bisa liat channel yg di sub orang. malah yg ada tambah berat nih app, makin gajelas.",1
"Kalo nonton live buff mulu. Lancarnya kapan ? Muter mulu, padahal sinyal aman. Kasihan live streamer sama penonton nya. Udah dalam tahap sangat menggangu soalnya. Ayo tim gerak cepat perbaiki. Udah banyak yang ngeluh juga. Lama² pada pindah ke aplikasi sebelah. Karena sudah MUAK",2
"Entah kenapa setiap di nonton short pasti posisi tombol dibawah itu tenggelam gitu jadinya cuman sedikit yang terlihat kalau mau komen pun sama bahkan gak bisa komen, entah ini bug atau apa, semakin lama semakin tenggelam saya harap sih bisa segera diperbaiki secepatnya, asli nyusahin banget sumpah di update pun gak ada perubahan sama sekali, memang sih cuman di short aja sih kejadian kayak gini cuman tetep aja nyusahin ditambah video patah patah sama suka tiba tiba pindah ke video lain",1
"tolong di benerin ya, terkadang sering ngelag saat nonton live gitu, dari OBS streamer bagus, dari koneksi saya juga bagus, tapi tetap loading layarnya dan harus sering di refresh, itu menurut saya ganggu banget si, sudah di coba 144p juga tetap ngelag jaringannya sepenuhnya full, tolong dibenerin.",1
"sejauh ini sya tidak mempersalahkan iklan, malah saya suka tonton smpai habis TPI setelah iklannya disimpan di pojok kiri bawah itu sangat mengganggu .. mohon dev jangan simpan iklan di pojok kiri bawah saat sedang menonton jika iklan muncul itu tidak masalah karna saya mengerti, TPI setelah di simpan di pojok kiri bawah itu mengganggu bngt",4
"masih ada bug seperti kadang aplikasi youtube ga kuat bikin video jadi aplikasinya harus keluar trus masuk lg tapi videonya nanti masuk draf jd gpp. Selain itu aplikasinya bagus dan seru. Sayangnya kalo HP mu kentang atau ga kuat buat bikin video youtube bisa ngefrezze trus video kamu ga masuk draf jadi harus ulang dari awal videonya, aku pernah kayak gitu tapi sekarang nga. Jadi aplikasi youtube bagus tp ga perfect pasti. Jg banyak kontent farm di youtube dan lain lain, jd tolong itu diperbaiki",4
"satu yg sepertinya harus ditingkatkan, yaitu fitur memblokir pengguna: belakangan ini, banyak banget spammer & pencuri konten (copyright) yg bermunculan. memberi komentar tidak relevan. serta merekam & mencuri konten kita. tolong beri fitur yg memberi tahu kreator. bahwa satu konten lagu memiliki copyright, agar karetor tahu yg mana lagu yg bebas dipakai dan tak bigung lagi karena terkadang pelanggaran copyright baru muncul beberapa hari kemudian dan itu sangat merepotkan.",5
"bagus sih bagus apk nya .. tpi masa sih kecepatan pemutaran video ny cuma sampe 2× aj, coba bisa lebih.... misal 3× atau 4× gitu, jdinya kl nonton video lama (durasiny) kn bisa dipercepat.... tolong y developer ny. kl udh ditambahin kecepatan baru aq ksi bintang ⭐⭐⭐⭐⭐!",1
"saya menemukan 3 bug, bug pertama adalah setelah iklan video tidak dapan diputar (biasanya terjadi pada iklan pendek), bug kedua adalah setelah iklan berakhir video hanya menampilkan layar hitam, bug ketiga kadang-kadang kualitas video tiba-tiba hanya tersedia 4 pilihan (144p, 240p, 360p, 480p). tolong perbaiki bug ini, beberapa menit yang lalu saya telah mengupdate youtube tapi bug ini tetap terjadi",1
"halo youtube mengapa sekarang ketika membuka aplikasi lalu tiba tiba hitam dan terus video durasi 30 detik sampai dua menit ke putar sendiri, jika itu adalah ads sebaiknya ads nya seperti dulu saja, ini sangat menggangu sekali, youtube tidak seperti dulu lagi",1
"pada saat melihat short, baru saja scroll 4-6 video langsung di video berikutnya ada glitch sampai videonya gak bisa dilihat, itupun gak di 1 video namun di 3-5 video berikutnya. kemudian hilang dan muncul lagi glitchnya. ini sangat mengganggu",2
"Mode gelap pada aplikasi YouTube di Redmi S2 tidak bisa berfungsi. Ketika mode gelap di aplikasinya dihidupkan, tetap jadi tampilan putih. Padahal jika di hp, mode gelap dari setelan diaktifkan harusnya aplikasi-nya ikut mode gelap juga. Sebelum-sebelumnya saya pakai aplikasi YouTube dalam mode gelap masih bekerja, tapi setelah factory reset malah tidak bisa. Saya mohon agar perbaikan tersebut setidaknya dengan serius agar mode gelap di aplikasinya work lagi. Terima kasih.",2
Ni aplikasi kenapa jadi banyak bugnya anj. pas ada iklan dan ada transisi layar hitam bukannya muncul iklan malah stuck di layar hitam aja terus vidionya juga tetep ke play dengan layar yang masih hitam. Menuju aplikasi cacat kah ini youtube?,2
"Setelah selesai iklan ketika memundurkan video yang terlewatkan kadang ada bug yang dimana kita hanya dibatasi beberapa detik kebelakang saja, selebihnya ga bisa di play dan solusinya harus di close dan tonton ulang. Merepotkan sekali harus mencari kembali tayangan yg sudah terlewatkan.",1
"Banyak sekali iklan pengganggu saat saya latihan untuk ujian,ini apli emang begini ya,saya sudah report iklannya,namun bukannya berkurang tetapi malah bertambah iklannya,kalau sudah baikkan saya kasih bintang 5,kalau tidak saya hapus saja ini apli dari hp saya,mending ke platform lain",1
"ketika sudah mendownload video malah harus ttp pake kuota dan kadang malah ngebug ga bisa di buka ditengah tengah video yang didownloadnya, terus setiap kita ngedownload pas dijeda malah ga bisa dilanjutin, tolong diperbaiki lagi supaya kalo kita mau nonton offline itu nyaman.",4
"Sepenuhnya semunya berguna tapi saya ingin ada fitur dimana tombol tidak suka itu ada angkanya, contoh tidak suka 120, dan saya juga ingin ada fitur Chat di YouTube jadi jika ingin berbicara akan lebih privasi dan juga untuk memudah jika bermain efek di YouTube maka sediakan tombol pencarian efek.",5
"youtube saja banyak bug nya salah satunya ketika saya mau menonton video yang sudah saya download itu hanya ada suara nya dan sementara videonya tidak terputar dan tampak nge lag parah bahkan saya harus menutup aplikasi agar bisa menonton offline, tolong di perbaiki ya, dan juga tolong sistem tayang short saya tidak sesuai dengan keinginan saya, saya sudah memberikan bahwa vidio short itu tidak relavan malah makin banyak muncul di setiap saya scrol ke bawah",1
"akhir2 ini saat saya membuka aplikasi youtube selalu saja ada video yang terputar secara otomatis dan itu sangat mengganggu, dan saat saya menghapus salah 1 video short di history pasti video short yang disampingnya ikut hilang ada tulisan ""semua penayangan video ini di hapus dari history"" namun setelah saya refresh video di samping nya itu muncul kembali, tolong segera perbaiki masalah tersebut",4
"YouTube selalu jadi tempat terbaik buat nonton segala hal! Dari video hiburan, edukasi, musik, sampai tutorial, semuanya ada. Tampilan aplikasinya juga gampang dinavigasi dan nggak lemot. Fitur seperti rekomendasi video dan playlist bikin nonton jadi lebih seru dan nggak bosen. Nggak ada yang lebih lengkap dan asyik dari YouTube😆",5
"Akhir akhir ini, pencarian YouTube rasanya kurang berguna. konten yang keluar sering kali diluar konteks atau gaada hubungannya sama sekali ... sebelum ada masalah ini, Video rekomendasi hanya muncul beberapa .. namun sekarang, bahkan mencari apa yang ingin saya cari saja sulit. YT shorts juga sekarang agak menjengkelkan karna video videonya yang menutupi video biasa. Memang ada pilihan untuk hanya video saja, Akan tetapi kerap kali pilihan itu tidak ada. Tolong perbaiki segera",2
"ketika saya memutar video dengan kualitas 720p60, videonya berjalan lancar untuk beberapa detik. Tapi setelah itu tiba-tiba patah-patah lalu kualitas videonya menjadi 480p dengan sendirinya. Ketika saya cek opsi kualitas video, kualitas tertingginya hanya ada 480p. Padahal sebelumnya ada sampai 2160p60. Padahal untuk nonton film sampai 1080p saja lancar. Yt Gatel",1
"Harap perbaiki lagi youtubenya, sekarang suaranya setelah iklan youtube kadang juga gak ada tanpa sebab. Dan JANGAN LUPA APLIKASI YOUTUBENYA TOLONG DIUPDATE KEMBALI. Edit Update: Harap perbaiki bug dimana ada video youtube dari ejen ali yang tiba tiba muncul tanpa sebab di histori tontonan.",1
"Saya mau bilang sesuatu, semoga ini didengarkan oleh pihak youtube dan google. Jadi, youtube saat ini memiliki banyak sekali masalah, seperti bug-bug yg di fix nya lama sekali, lalu komen youtube yg suka dihilangkan tanpa sebab padahal tidak ada kata kasar(saya rasa kata-katanya pun tidak melanggar regulasi YouTube), kemungkinan sistem YouTube saat ini terlalu ketat dan canggih tapi juga bodoh dalam menangani persoalan pelanggaran. Sekian, saya harap didengar dan semuanya djperbaiki!",1
kalo liat video biasa pas iklan trus pencet short iklan jadi gabisa di skip pas balik lagi ke video biasa. trus kadang pas liat short trek audio yang kadang otomatis dubbing ke bahasa indo gabisa dirubah ke bahasa aslinya.,4
"akhir akhir ini YouTube ada bug, semisal lagi nonton terus tiba tiba ada iklan, waktu iklannya di skip, sehabis di skip itu video asli yang aku tonton dan iklan jadi ke gabung. jdinya hrus sering hapus YouTube dari history baru bisa balik seperti semula.",3
"tolong ini aplikasi sekarang banyak bug seperti di buka langsung keluar sendiri, dah coba buka YouTube di chrome jadi, tapi di aplikasi YouTube malah keluar sendiri tolong untuk tim pengembang tolong di perbaiki karna sangat menggangu.. trimakasih",1
"kualitas youtube short tidak bisa di ubah, padahal sudah di atur ke penghemat data supaya resolusinya bisa kecil, tapi resolusinya masih tetap tinggi di 720p. yang memakai kuota/data seluler pasti merasakan keborosan dalam menonton youtube short, youtube memang parah banget...",1
"akun youtube ke dua saya error saya tidak bisa upload video karena fitur-fitur nya hilang, ditambah lagi fitur subscription dan lihat akun sendiri juga hilang terpotong oleh sistem dari hpnya, perbaiki lagi update youtubenya bukannya malah bagus malah makin rusak apknya (dan ini adalah akun google kedua saya sekaligus ini juga akun kedua channel saya)",1
aplikasi sosmed yang bagus dan nggak usah gw jelasin intinya fitur yang udah ada itu sangat membantu dan berguna cuma saya menemukan bug dimana ketika scroll YouTube shorts selama beberapa menit video menjadi rusak dan kaya ke gabung dengan video sebelumnya yang menyebabkan video menjadi tidak nyaman di tonton. tolong perbaiki bug kali. ini demi kenyamanan pengguna,4
"ya entah kenapa yt makin turun performanya aku putar musik kok lagunya aneh eh ternyata ytnya error entah mengapa dari detik ke 12 balik lagi ke 0 gitu terus bahkan aku nyoba lagi lain juga sama walaupun cuma beda didetikanya doang,video panjang entah kenapa tiba-tiba pause sendiri dan kagak bisa dipencet start dan harus ngulang lagi,komentar short di beberapa hp yang menghilang,iklan divideo panjang dan short yang menganggu dan nutupin hampir setengah layar.",1
mengapa saat pagi sampai sore histori pencarian nya itu terlihat tetapi ketika malam histori pencarian nya menghilang atau tidak muncul ini bug atau fitur kalau ini bug segera diperbaiki karna sangat menyusahkan bagi saya. maaf kalau penjelasan nya kerang jelas,3
"aku kira YouTube ini bagus ternyata bug nya malah parah 1. bug dalam vidio dalam jangka menonton sekitar 20menit selanjutnya tiba² layar hitam atau black layar 2. bug dalam aplikasi upgrade/ upload sangat lambat hingga menguras waktu dalam 2,5gb waktu digunakan 3hri selanjutnya. 3. bila YouTube sudah di tonton Berjam jam bug akan tambah parah bug android.hardware.audio hwbinder",1
"video panjang lancar banget, di menit pertama tidak loading tanpa akhir, video short juga tidak pindah ke short selanjutnya di detik tertentu. sungguh aplikasi terbaik, kumohon biarkan saja aplikasi ini seperti ini, tidak usah perbaiki bug karna tidak ada bug di aplikasi ini, ini sudah luarbiasa bagus. terimakasih youtube 🙏🏻🦐",1
